calming_1_back_start,calming_3_back_start,calming_1_back_end,calming_3_back_end,vexing_1_back_start,vexing_3_back_start,vexing_1_back_end,vexing_3_back_end
582.0655,642.9085,582.582,643.442,1689.338,1749.1465,1689.8545,1749.6635
584.166,645.025,584.6985,645.541,1691.404,1751.213,1691.921,1751.7295
586.333,647.1405,586.8655,647.658,1693.4375,1753.263,1693.954,1753.7795
588.398,649.2565,588.5985,649.773,1695.4705,1755.329,1695.987,1755.846
590.2485,651.2895,590.7995,651.8075,1697.5035,1757.3625,1698.02,1757.879
592.332,653.474,592.8815,654.024,1699.5365,1759.3955,1700.0535,1759.912
594.4645,655.5575,594.997,656.089,1701.5695,1761.4285,1702.086,1761.945
596.548,657.6405,597.081,658.19,1703.603,1763.4615,1704.1195,1763.978
598.614,659.723,599.1475,660.256,1705.6355,1765.4945,1706.1525,1766.011
600.6985,661.7895,601.2475,662.322,1707.669,1767.5275,1708.1855,1768.044
602.7645,663.8385,603.2805,664.3715,1709.702,1769.5605,1710.2185,1770.0775
604.8305,665.888,605.3135,666.422,1711.735,1771.594,1712.2515,1772.1105
606.93,667.9555,607.3635,668.489,1713.768,1773.627,1714.2845,1774.1435
609.0135,670.005,609.497,670.521,1715.801,1775.66,1716.3175,1776.1765
611.163,672.054,611.7145,672.57,1717.834,1777.693,1718.3505,1778.2095
613.2625,674.171,613.8125,674.2545,1719.9005,1779.726,1720.417,1780.2425
615.362,675.871,615.8945,676.387,1721.9335,1781.759,1722.45,1782.2755
617.412,677.9205,617.9455,678.4535,1723.9665,1783.792,1724.4835,1784.309
619.495,679.987,620.0285,680.5215,1725.9995,1785.8255,1726.5165,1786.342
621.578,682.1535,622.1285,682.3545,1728.033,1787.8585,1728.5495,1788.375
623.6775,683.9695,624.2275,684.335,1730.066,1789.8915,1730.5825,1790.408
625.7775,685.8685,626.326,686.385,1732.099,1791.9245,1732.6155,1792.441
763.0435,702.933,763.593,703.4495,1808.9725,1868.4645,1809.489,1868.9645
765.209,705.017,765.76,705.55,1811.0385,1870.4975,1811.5055,1870.9975
767.3095,707.1665,767.8425,707.6835,1813.055,1872.5305,1813.572,1873.0305
769.3755,709.266,769.9085,709.783,1815.1215,1874.564,1815.6385,1875.0635
771.441,711.316,771.976,711.849,1817.1545,1876.6135,1817.671,1877.13
773.607,713.3825,774.142,713.8985,1819.1875,1878.6465,1819.704,1879.163
775.7245,715.4145,776.1915,715.949,1821.2205,1880.6795,1821.7375,1881.196
777.773,717.4655,778.3235,717.982,1823.254,1882.713,1823.7705,1883.2295
779.858,719.498,780.406,720.014,1825.287,1884.746,1825.8035,1885.2625
781.9575,721.5665,782.4905,722.098,1827.32,1886.779,1827.8365,1887.2955
784.0235,723.631,784.557,724.164,1829.3365,1888.812,1829.853,1889.312
786.107,725.6975,786.64,726.2325,1831.3695,1890.8615,1831.8695,1891.3785
788.156,727.7465,788.6715,728.263,1833.386,1892.8945,1833.8855,1893.4115
790.206,729.7805,790.739,730.296,1835.3855,1894.928,1835.902,1895.4445
792.255,731.83,792.7715,732.363,1837.402,1896.961,1837.902,1897.4775
794.3375,733.912,794.872,734.4285,1839.4015,1898.994,1839.9015,1899.5105
796.454,735.945,796.972,736.4615,1841.4015,1901.027,1841.9015,1901.5435
798.554,737.978,798.8545,738.445,1843.4345,1903.0605,1843.9345,1903.5765
800.4885,739.978,801.0205,740.3445,1845.4345,1905.093,1845.934,1905.61
802.5545,741.8775,803.07,742.394,1847.4505,1907.1265,1847.9505,1907.643
804.5865,743.911,805.1035,744.428,1849.4505,1909.1595,1849.9505,1909.676
806.637,745.9615,807.1535,746.4955,1851.467,1911.1925,1851.967,1911.709
884.3255,823.685,884.8425,824.2005,1928.24,1988.049,1928.757,1988.5655
886.459,825.8185,886.9935,826.3515,1930.3065,1990.1155,1930.823,1990.6325
888.529,827.9845,889.042,828.5,1932.3395,1992.182,1932.856,1992.6985
890.575,830.1335,891.0915,830.65,1934.3725,1994.2485,1934.8895,1994.765
892.625,832.1835,893.158,832.7005,1936.406,1996.2815,1936.9225,1996.798
894.7085,834.2155,895.241,834.733,1938.439,1998.3145,1938.9555,1998.831
896.7915,836.2665,897.325,836.7995,1940.472,2000.3475,1940.9885,2000.864
898.858,838.35,899.407,838.783,1942.5385,2002.3805,1943.055,2002.897
900.9585,840.4665,901.5085,841.034,1944.5715,2004.4135,1945.088,2004.9305
903.0765,842.582,903.6245,843.115,1946.6045,2006.4465,1947.1215,2006.9635
905.174,844.6655,905.7245,845.216,1948.6375,2008.48,1949.154,2008.9965
907.2735,846.7655,907.824,847.3155,1950.6705,2010.513,1951.187,2010.9795
909.3735,848.999,909.924,849.5485,1952.7035,2012.529,1953.2205,2013.046
911.4735,851.0815,912.022,851.614,1954.737,2014.5625,1955.2535,2015.079
913.606,853.1465,914.1565,853.68,1956.77,2016.5955,1957.2865,2017.112
915.6895,855.213,916.2385,855.7465,1958.803,2018.6285,1959.3195,2019.145
917.7725,857.2975,918.3235,857.829,1960.836,2020.6615,1961.3525,2021.178
919.8725,859.3635,920.4225,859.8965,1962.869,2022.695,1963.3855,2023.211
921.957,861.4465,922.4885,861.963,1964.9025,2024.7275,1965.419,2025.2445
924.022,863.5795,924.5715,863.7625,1966.935,2026.761,1967.4515,2027.2775
926.1045,865.3965,926.6375,865.646,1968.9685,2028.794,1969.485,2029.3105
928.1535,867.245,928.6695,867.7785,1971.0015,2030.827,1971.518,2031.3435
945.202,1005.5765,945.7345,1006.11,2047.875,2107.5835,2048.391,2108.0835
947.301,1007.744,947.836,1008.278,2049.941,2109.617,2050.4575,2110.1165
949.368,1009.861,949.902,1010.3935,2051.9745,2111.6495,2052.4905,2112.1495
951.4345,1011.9765,951.9505,1012.4935,2054.0075,2113.6995,2054.5235,2114.1995
953.4675,1014.0085,953.984,1014.5255,2056.0405,2115.6995,2056.557,2116.199
955.5175,1016.042,956.034,1016.5585,2058.1065,2117.7325,2058.6235,2118.232
957.55,1018.075,958.066,1018.5915,2060.14,2119.732,2060.6565,2120.232
959.6175,1020.108,960.151,1020.6245,2062.173,2121.732,2062.6895,2122.2315
961.6825,1022.141,962.216,1022.6575,2064.206,2123.7315,2064.7225,2124.2315
963.766,1024.174,964.2995,1024.6905,2066.239,2125.7315,2066.7555,2126.231
965.833,1026.207,966.365,1026.7235,2068.272,2127.731,2068.7885,2128.231
967.8995,1028.24,968.416,1028.7565,2070.305,2129.7305,2070.8215,2130.2305
969.9485,1030.273,970.4825,1030.79,2072.338,2131.7305,2072.8545,2132.2305
972.014,1032.3065,972.531,1032.823,2074.371,2133.73,2074.888,2134.23
974.082,1034.3395,974.615,1034.856,2076.4045,2135.7465,2076.921,2136.263
976.148,1036.3725,976.6815,1036.889,2078.4375,2137.7795,2078.954,2138.2965
978.197,1038.4055,978.73,1038.922,2080.4705,2139.813,2080.987,2140.329
980.2645,1040.4385,980.7965,1040.955,2082.487,2141.846,2083.0035,2142.3625
982.3135,1042.4715,982.8305,1042.905,2084.52,2143.879,2085.0365,2144.3955
984.3465,1044.4545,984.897,1044.9715,2086.5695,2145.912,2087.0695,2146.4285
986.4305,1046.471,986.98,1046.971,2088.5695,2147.945,2089.0695,2148.4615
988.5135,1048.471,989.046,1048.9705,2090.586,2149.978,2091.0855,2150.3785
1140.0255,1080.5,1140.542,1081,2181.957,2241.716,2182.474,2242.233
1142.092,1082.533,1142.6085,1083.033,2184.007,2243.766,2184.5235,2244.2825
1144.125,1084.5665,1144.6415,1085.066,2186.04,2245.8155,2186.5565,2246.332
1146.158,1086.599,1146.6745,1087.099,2188.073,2247.8655,2188.5395,2248.382
1148.191,1088.599,1148.708,1089.099,2190.073,2249.8985,2190.5895,2250.415
1150.2245,1090.5985,1150.741,1091.0985,2192.106,2251.9315,2192.6225,2252.448
1152.2575,1092.5985,1152.774,1093.115,2194.139,2253.9645,2194.6555,2254.481
1154.2905,1094.615,1154.807,1095.115,2196.172,2255.9975,2196.6885,2256.5145
1156.3235,1096.6145,1156.84,1097.1145,2198.2055,2258.0305,2198.7215,2258.5475
1158.3565,1098.631,1158.873,1099.1475,2200.238,2260.064,2200.755,2260.5805
1160.3895,1100.664,1160.906,1101.1805,2202.2715,2262.097,2202.788,2262.6135
1162.4225,1102.697,1162.9395,1103.2135,2204.3045,2264.13,2204.821,2264.6465
1164.456,1104.73,1164.9725,1105.2465,2206.3375,2266.163,2206.854,2266.6795
1166.489,1106.7965,1167.0055,1107.3135,2208.404,2268.196,2208.9205,2268.7125
1168.522,1108.8295,1169.0385,1109.3465,2210.437,2270.229,2210.9535,2270.7455
1170.555,1110.8625,1171.0715,1111.3795,2212.47,2272.262,2212.9865,2272.779
1172.588,1112.896,1173.1045,1113.4125,2214.503,2274.2955,2215.0195,2274.812
1174.621,1114.929,1175.1375,1115.4455,2216.536,2276.3285,2217.0525,2276.8455
1176.654,1116.962,1177.171,1117.4785,2218.569,2278.3615,2219.0855,2278.878
1178.6875,1118.995,1179.204,1119.5115,2220.602,2280.3945,2221.119,2280.911
1180.7205,1121.028,1181.237,1121.5445,2222.6355,2282.4275,2223.152,2282.944
1182.7535,1123.0945,1183.27,1123.4775,2224.6685,2284.4605,2225.185,2284.977
1199.801,1259.577,1200.3175,1260.0935,2361.2005,2301.5085,2361.7005,2302.025
1201.8675,1261.643,1202.384,1262.1595,2363.234,2303.575,2363.6505,2304.0915
1203.9005,1263.7095,1204.4175,1264.226,2365.1835,2305.6245,2365.667,2306.141
1205.9335,1265.776,1206.45,1266.2925,2367.2,2307.691,2367.7,2308.2075
1207.967,1267.809,1208.4835,1268.3255,2369.1995,2309.724,2369.6995,2310.2405
1210,1269.8755,1210.5165,1270.392,2371.1995,2311.757,2371.6995,2312.2735
1212.033,1271.9085,1212.5495,1272.425,2373.199,2313.79,2373.699,2314.307
1214.066,1273.9415,1214.5825,1274.458,2375.199,2315.8235,2375.699,2316.34
1216.099,1276.008,1216.6155,1276.108,2377.1985,2317.8565,2377.6985,2318.373
1218.132,1277.6575,1218.6485,1278.0575,2379.1985,2319.8895,2379.6985,2320.406
1220.1655,1279.6075,1220.6815,1280.124,2381.215,2321.9225,2381.7145,2322.439
1222.198,1281.6405,1222.715,1282.157,2383.2145,2323.9555,2383.7145,2324.472
1224.2315,1283.6735,1224.748,1284.19,2385.2145,2325.9885,2385.714,2326.505
1226.2645,1285.7065,1226.781,1286.2235,2387.214,2328.0215,2387.714,2328.538
1228.2975,1287.74,1228.814,1288.2565,2389.2135,2330.055,2389.7135,2330.5715
1230.3305,1289.773,1230.847,1290.2895,2391.2135,2332.088,2391.7135,2332.5875
1232.3635,1291.806,1232.88,1292.3225,2393.213,2334.0875,2393.713,2334.5875
1234.3965,1293.839,1234.9135,1294.3555,2395.23,2336.104,2395.746,2336.604
1236.4295,1295.872,1236.9465,1296.3885,2397.263,2338.1205,2397.7795,2338.637
1238.463,1297.905,1238.9795,1298.4215,2399.296,2340.1535,2399.8125,2340.67
1240.496,1299.9215,1241.0125,1300.4215,2401.329,2342.1865,2401.8455,2342.6865
1242.529,1301.9215,1243.0455,1302.421,2403.362,2344.186,2403.8785,2344.703
1378.195,1318.9355,1378.7115,1319.4525,2480.2355,2420.4095,2480.752,2420.9265
1380.261,1321.002,1380.7775,1321.519,2482.3015,2422.4595,2482.818,2422.976
1382.3275,1323.052,1382.844,1323.5515,2484.3345,2424.526,2484.8515,2425.0425
1384.3605,1325.085,1384.877,1325.585,2486.368,2426.5925,2486.8845,2427.109
1386.3935,1327.0845,1386.91,1327.5845,2488.401,2428.6255,2488.9175,2429.142
1388.427,1329.0845,1388.9435,1329.5845,2490.434,2430.6585,2490.9505,2431.175
1390.46,1331.084,1390.9765,1331.584,2492.467,2432.6915,2492.9835,2433.208
1392.493,1333.084,1393.0095,1333.584,2494.5,2434.7245,2495.0165,2435.241
1394.526,1335.0835,1395.0425,1335.5835,2496.533,2436.7575,2497.0495,2437.2745
1396.559,1337.0835,1397.0755,1337.5835,2498.566,2438.7905,2499.083,2439.307
1398.592,1339.083,1399.1085,1339.583,2500.599,2440.824,2501.116,2441.34
1400.625,1341.083,1401.1085,1341.583,2502.6325,2442.857,2503.149,2443.3735
1402.658,1343.0825,1403.175,1343.5825,2504.6655,2444.89,2505.182,2445.4065
1404.6915,1345.0825,1405.208,1345.5825,2506.6985,2446.923,2507.215,2447.4395
1406.7245,1347.082,1407.241,1347.582,2508.7315,2448.956,2509.248,2449.4725
1408.7575,1349.082,1409.2745,1349.582,2510.7645,2450.989,2511.281,2451.5055
1410.7905,1351.0815,1411.307,1351.5815,2512.7975,2453.022,2513.3145,2453.5385
1412.8235,1353.0815,1413.34,1353.581,2514.831,2455.0555,2515.3475,2455.572
1414.8565,1355.081,1415.373,1355.581,2516.864,2457.0885,2517.3805,2457.605
1416.923,1357.081,1417.4395,1357.5975,2518.897,2459.1215,2519.4135,2459.638
1418.956,1359.114,1419.4725,1359.631,2520.93,2461.1545,2521.4465,2461.671
1420.989,1361.147,1421.506,1361.6635,2522.963,2463.1875,2523.4795,2463.704
1497.4795,1438.037,1497.996,1438.5535,2599.2365,2540.011,2599.753,2540.5275
1499.546,1440.1035,1500.0625,1440.62,2601.2865,2542.0775,2601.786,2542.594
1501.579,1442.17,1502.0955,1442.6865,2603.286,2544.1275,2603.786,2544.6435
1503.612,1444.2365,1504.1285,1444.753,2605.2855,2546.1935,2605.7855,2546.71
1505.645,1446.2695,1506.1615,1446.786,2607.2855,2548.2265,2607.7855,2548.743
1507.7115,1448.3025,1508.1445,1448.819,2609.285,2550.2595,2609.785,2550.776
1509.6945,1450.3355,1510.211,1450.852,2611.285,2552.2925,2611.785,2552.809
1511.728,1452.3685,1512.244,1452.8855,2613.2845,2554.326,2613.7845,2554.842
1513.7605,1454.4015,1514.244,1454.918,2615.2845,2556.3585,2615.7845,2556.8755
1515.7935,1456.468,1516.3105,1456.718,2617.284,2558.3915,2617.784,2558.9085
1517.8265,1458.2675,1518.3435,1458.7845,2619.284,2560.425,2619.784,2560.9415
1519.86,1460.334,1520.3765,1460.851,2621.2835,2562.458,2621.7835,2562.9745
1521.893,1462.3675,1522.4095,1462.884,2623.2835,2564.491,2623.7835,2565.0075
1523.926,1464.4,1524.4425,1464.7335,2625.283,2566.524,2625.783,2567.0405
1525.9925,1466.2835,1526.509,1466.8,2627.283,2568.557,2627.7825,2569.0735
1528.0255,1468.3165,1528.542,1468.7165,2629.2825,2570.59,2629.7825,2571.107
1530.0585,1470.266,1530.575,1470.783,2631.2825,2572.6235,2631.7825,2573.14
1532.0915,1472.299,1532.608,1472.816,2633.282,2574.6565,2633.782,2575.1735
1534.125,1474.3325,1534.641,1474.849,2635.2815,2576.6895,2635.7815,2577.206
1536.1575,1476.3655,1536.6745,1476.882,2637.2815,2578.7225,2637.7815,2579.239
1538.191,1478.3985,1538.7075,1478.915,2639.2815,2580.772,2639.781,2580.839
1540.224,1480.4315,1540.7405,1480.948,2641.281,2582.372,2641.781,2582.6885
